Sample 1	Sample 1	Sample 2	Sample 2	Sample 3	Sample 3	Sample 4	Sample 4	Sample 5	Sample 5	Sample 6	Sample 6	Sample 7	Sample 7
509.6	10110	569.2	14090	569.2	880	569.2	5.412	698	189390	634.6	1010	698	12030
509.7	9480	569.4	14160	569.4	1330	569.4	5.48	698.5	196410	634.7	710	698.5	11080
509.8	10680	569.6	14370	569.6	1170	569.6	5.626	699	198160	634.8	580	699	11660
509.9	10800	569.8	14970	569.8	1270	569.8	5.818	699.5	199400	634.9	790	699.5	11730
510	11240	570	15630	570	1270	570	6.008	700	205170	635	560	700	11270
510.1	11480	570.2	14480	570.2	1320	570.2	6.107	700.5	203870	635.1	590	0	0
510.2	12270	570.4	15670	570.4	1320	570.4	6.244	701	205150	635.2	670	0	0
510.3	12430	570.6	14780	570.6	1560	570.6	6.524	701.5	206540	635.3	570	0	0
510.4	12990	570.8	15150	570.8	1330	570.8	6.753	702	214180	635.4	570	0	0
510.5	13910	571	15330	571	1290	571	7.109	702.5	229220	635.5	670	0	0
510.6	13200	571.2	15690	571.2	1450	571.2	7.466	703	259540	635.6	550	0	0
510.7	13550	571.4	14800	571.4	1180	571.4	7.783	703.5	314370	635.7	540	0	0
510.8	13730	571.6	14720	571.6	1530	571.6	8.179	704	389310	635.8	380	0	0
510.9	12930	571.8	14590	571.8	1290	571.8	8.78	704.5	448840	635.9	570	0	0
511	12800	572	13940	572	1510	572	9.336	705	468460	636	600	0	0
511.1	12260	572.2	15220	572.2	1300	572.2	9.967	705.5	434160	636.1	490	0	0
511.2	11860	572.4	14840	572.4	1440	572.4	10.74	706	377160	636.2	500	0	0
511.3	10890	572.6	14020	572.6	1250	572.6	11.63	706.5	319590	636.3	400	0	0
511.4	10650	572.8	15400	572.8	1280	572.8	12.52	707	276040	636.4	530	0	0
511.5	9670	573	14650	573	1430	573	13.52	707.5	258840	636.5	440	0	0
511.6	9530	573.2	15460	573.2	1390	573.2	14.68	708	254040	636.6	360	0	0
511.7	9580	573.4	15470	573.4	1320	573.4	15.85	708.5	256380	636.7	420	0	0
511.8	9520	573.6	15880	573.6	1630	573.6	17.36	709	259880	636.8	440	0	0
511.9	9020	573.8	15680	573.8	1470	573.8	18.92	709.5	261100	636.9	510	0	0
512	9100	574	15730	574	1100	574	20.75	710	264320	637	400	0	0
512.1	9110	574.2	16010	574.2	1410	574.2	22.75	710.5	269640	637.1	290	0	0
512.2	9370	574.4	15760	574.4	1510	574.4	24.75	711	273440	637.2	370	0	0
512.3	8990	574.6	14640	574.6	1530	574.6	26.95	711.5	275110	637.3	410	0	0
512.4	8990	574.8	16270	574.8	1650	574.8	29.3	712	279520	637.4	500	0	0
512.5	8630	575	16130	575	1450	575	32.07	712.5	283290	637.5	470	0	0
512.6	9750	575.2	16390	575.2	1920	575.2	34.92	713	282420	637.6	500	0	0
512.7	9450	575.4	16300	575.4	1950	575.4	37.85	713.5	292060	637.7	390	0	0
512.8	9300	575.6	16660	575.6	1880	575.6	41.16	714	296500	637.8	560	0	0
512.9	9160	575.8	16590	575.8	2190	575.8	44.1	714.5	294340	637.9	480	0	0
513	9420	576	17700	576	2020	576	47.11	715	304870	638	610	0	0
513.1	9410	576.2	17210	576.2	2180	576.2	50.47	715.5	307610	638.1	510	0	0
513.2	8910	576.4	16570	576.4	2010	576.4	53.68	716	310470	638.2	560	0	0
513.3	8740	576.6	16790	576.6	2320	576.6	56.92	716.5	313120	638.3	620	0	0
513.4	9370	576.8	16520	576.8	2030	576.8	60.33	717	317140	638.4	740	0	0
513.5	9760	577	17500	577	2590	577	63.72	717.5	323840	638.5	700	0	0
513.6	9180	577.2	17640	577.2	2470	577.2	67.21	718	326550	638.6	730	0	0
513.7	8840	577.4	17120	577.4	2990	577.4	70.32	718.5	332750	638.7	760	0	0
513.8	9090	577.6	18230	577.6	2750	577.6	73.66	719	342810	638.8	810	0	0
513.9	8620	577.8	17340	577.8	3020	577.8	76.49	719.5	347330	638.9	740	0	0
514	8890	578	17680	578	3220	578	79.09	720	353230	639	850	0	0
514.1	8200	578.2	17820	578.2	3130	578.2	82	0	0	639.1	620	0	0
514.2	9040	578.4	17520	578.4	2980	578.4	84.79	0	0	639.2	750	0	0
514.3	8920	578.6	17630	578.6	3080	578.6	87.3	0	0	639.3	860	0	0
514.4	9030	578.8	16970	578.8	2830	578.8	89.13	0	0	639.4	730	0	0
514.5	9190	579	16860	579	2390	579	91.26	0	0	639.5	840	0	0
514.6	8690	579.2	15700	579.2	2590	579.2	92.79	0	0	639.6	720	0	0
514.7	8730	579.4	16560	579.4	2020	579.4	94.09	0	0	639.7	650	0	0
514.8	8840	579.6	16770	579.6	1630	579.6	95.14	0	0	639.8	760	0	0
514.9	8930	579.8	16210	579.8	1790	579.8	96.15	0	0	639.9	650	0	0
515	8720	580	17280	580	1880	580	97.12	0	0	640	730	0	0
515.1	8960	580.2	17410	580.2	1790	580.2	97.56	0	0	640.1	660	0	0
515.2	8650	580.4	17570	580.4	1930	580.4	97.72	0	0	640.2	590	0	0
515.3	8720	580.6	18090	580.6	1830	580.6	97.91	0	0	640.3	540	0	0
515.4	8850	580.8	17890	580.8	2040	580.8	97.75	0	0	640.4	610	0	0
515.5	9370	581	19850	581	2570	581	97.97	0	0	640.5	430	0	0
515.6	8510	581.2	19990	581.2	2330	581.2	97.93	0	0	640.6	500	0	0
515.7	9070	581.4	21700	581.4	2520	581.4	98.19	0	0	640.7	500	0	0
515.8	8930	581.6	21970	581.6	2460	581.6	98.46	0	0	640.8	630	0	0
515.9	8800	581.8	23030	581.8	3020	581.8	98.93	0	0	640.9	510	0	0
516	9170	582	23360	582	2870	582	99.52	0	0	641	390	0	0
516.1	8860	582.2	23250	582.2	2570	582.2	100.4	0	0	641.1	600	0	0
516.2	8530	582.4	22980	582.4	3020	582.4	101.7	0	0	641.2	480	0	0
516.3	9200	582.6	22630	582.6	2840	582.6	103.3	0	0	641.3	570	0	0
516.4	8800	582.8	23940	582.8	3410	582.8	105.1	0	0	641.4	440	0	0
516.5	9520	583	22850	583	3260	583	107	0	0	641.5	500	0	0
516.6	9380	583.2	24000	583.2	3540	583.2	109.5	0	0	641.6	390	0	0
516.7	8750	583.4	25010	583.4	3560	583.4	112.4	0	0	641.7	600	0	0
516.8	9240	583.6	26170	583.6	4030	583.6	115.4	0	0	641.8	360	0	0
516.9	8490	583.8	26040	583.8	4630	583.8	118.6	0	0	641.9	400	0	0
517	8600	584	31300	584	4940	584	122.2	0	0	642	530	0	0
517.1	8410	584.2	33240	584.2	4920	584.2	125.8	0	0	642.1	590	0	0
517.2	8670	584.4	37370	584.4	5530	584.4	129.6	0	0	642.2	520	0	0
517.3	8760	584.6	41070	584.6	6150	584.6	133.8	0	0	642.3	560	0	0
517.4	8490	584.8	45010	584.8	6740	584.8	138.6	0	0	642.4	660	0	0
517.5	8470	585	47770	585	6910	585	143.3	0	0	642.5	380	0	0
517.6	8940	585.2	50350	585.2	6830	585.2	148.7	0	0	642.6	580	0	0
517.7	8490	585.4	53140	585.4	7590	585.4	153.9	0	0	642.7	380	0	0
517.8	8540	585.6	52840	585.6	8770	585.6	159.2	0	0	642.8	480	0	0
517.9	8790	585.8	53830	585.8	8230	585.8	164.7	0	0	642.9	560	0	0
518	8310	586	55900	586	8950	586	169.8	0	0	643	560	0	0
518.1	8620	586.2	57830	586.2	9440	586.2	175.4	0	0	643.1	360	0	0
518.2	8660	586.4	59300	586.4	8820	586.4	181.1	0	0	643.2	420	0	0
518.3	8290	586.6	63720	586.6	10300	586.6	186.6	0	0	643.3	410	0	0
518.4	9200	586.8	67470	586.8	10520	586.8	192	0	0	643.4	470	0	0
518.5	8800	587	67550	587	10710	587	197	0	0	643.5	340	0	0
518.6	8550	587.2	69870	587.2	11070	587.2	202.4	0	0	643.6	220	0	0
518.7	8590	587.4	71170	587.4	10390	587.4	207.4	0	0	643.7	280	0	0
518.8	8450	587.6	72440	587.6	10820	587.6	212	0	0	643.8	330	0	0
518.9	8710	587.8	70160	587.8	10560	587.8	216.2	0	0	643.9	290	0	0
519	9370	588	68360	588	10680	588	221.1	0	0	644	340	0	0
519.1	8470	588.2	69140	588.2	11050	588.2	225.8	0	0	644.1	330	0	0
519.2	9200	588.4	67990	588.4	11620	588.4	229.8	0	0	644.2	260	0	0
519.3	8460	588.6	71790	588.6	10940	588.6	233.8	0	0	644.3	330	0	0
519.4	8740	588.8	73250	588.8	11620	588.8	237.7	0	0	644.4	400	0	0
519.5	8900	589	78760	589	12420	589	240.4	0	0	644.5	260	0	0
519.6	8580	589.2	82600	589.2	13850	589.2	243.7	0	0	644.6	270	0	0
519.7	8400	589.4	92520	589.4	14290	589.4	248.1	0	0	644.7	390	0	0
519.8	8920	589.6	103300	589.6	15210	589.6	251.7	0	0	644.8	370	0	0
519.9	8930	589.8	110090	589.8	15380	589.8	254.6	0	0	644.9	440	0	0
520	8470	590	123270	590	18190	590	257.8	0	0	645	390	0	0
520.1	8320	590.2	134160	590.2	20220	590.2	259.9	0	0	645.1	360	0	0
520.2	9200	590.4	152390	590.4	21580	590.4	262.2	0	0	645.2	550	0	0
520.3	8570	590.6	173980	590.6	26680	590.6	263.9	0	0	645.3	520	0	0
520.4	8610	590.8	206600	590.8	33960	590.8	264.8	0	0	645.4	640	0	0
520.5	8490	591	270540	591	45330	591	266.3	0	0	645.5	450	0	0
520.6	8850	591.2	407870	591.2	63130	591.2	267.5	0	0	645.6	590	0	0
520.7	8890	591.4	664480	591.4	89640	591.4	268	0	0	645.7	510	0	0
520.8	8700	591.6	1125150	591.6	128880	591.6	268.9	0	0	645.8	480	0	0
520.9	8890	591.8	1723710	591.8	174050	591.8	269.2	0	0	645.9	480	0	0
521	9270	592	2404510	592	224320	592	270	0	0	646	410	0	0
521.1	8200	592.2	2925160	592.2	267100	592.2	270.1	0	0	646.1	530	0	0
521.2	8950	592.4	3241000	592.4	295760	592.4	269.6	0	0	646.2	610	0	0
521.3	8600	592.6	3206130	592.6	299680	592.6	269	0	0	646.3	420	0	0
521.4	8600	592.8	2917090	592.8	278620	592.8	268.1	0	0	646.4	380	0	0
521.5	8800	593	2376140	593	239240	593	266.9	0	0	646.5	320	0	0
521.6	8830	593.2	1785120	593.2	190400	593.2	266.2	0	0	646.6	440	0	0
521.7	9130	593.4	1229180	593.4	134720	593.4	265.5	0	0	646.7	430	0	0
521.8	8860	593.6	799410	593.6	96150	593.6	264	0	0	646.8	440	0	0
521.9	8390	593.8	503390	593.8	62560	593.8	262.7	0	0	646.9	290	0	0
522	8670	594	327720	594	43430	594	261.4	0	0	647	310	0	0
522.1	8760	594.2	238130	594.2	31830	594.2	259.9	0	0	647.1	320	0	0
522.2	8430	594.4	203510	594.4	31900	594.4	257.7	0	0	647.2	280	0	0
522.3	8150	594.6	210560	594.6	34060	594.6	255.7	0	0	647.3	390	0	0
522.4	8780	594.8	276530	594.8	43790	594.8	253.4	0	0	647.4	320	0	0
522.5	8720	595	464980	595	59210	595	251.7	0	0	647.5	290	0	0
522.6	8810	595.2	782830	595.2	80450	595.2	249.9	0	0	647.6	260	0	0
522.7	8110	595.4	1146590	595.4	107020	595.4	247.6	0	0	647.7	380	0	0
522.8	8310	595.6	1440330	595.6	128960	595.6	245.9	0	0	647.8	290	0	0
522.9	9010	595.8	1651740	595.8	151290	595.8	244.5	0	0	647.9	290	0	0
523	8500	596	1666510	596	152450	596	242.9	0	0	648	350	0	0
523.1	8780	596.2	1493660	596.2	147520	596.2	241	0	0	648.1	450	0	0
523.2	7990	596.4	1246190	596.4	127490	596.4	238.5	0	0	648.2	360	0	0
523.3	8870	596.6	937730	596.6	102300	596.6	235.9	0	0	648.3	380	0	0
523.4	9120	596.8	683360	596.8	77600	596.8	234.4	0	0	648.4	330	0	0
523.5	8460	597	468790	597	55230	597	232.2	0	0	648.5	480	0	0
523.6	8800	597.2	334890	597.2	40900	597.2	229.9	0	0	648.6	340	0	0
523.7	8660	597.4	239750	597.4	28740	597.4	227.7	0	0	648.7	500	0	0
523.8	8570	597.6	196290	597.6	24030	597.6	225.9	0	0	648.8	630	0	0
523.9	8470	597.8	165150	597.8	20400	597.8	223.1	0	0	648.9	450	0	0
524	8930	598	150830	598	17700	598	220.3	0	0	649	550	0	0
524.1	8700	598.2	139450	598.2	16980	598.2	217.6	0	0	649.1	690	0	0
524.2	8790	598.4	134660	598.4	15490	598.4	214.8	0	0	649.2	550	0	0
524.3	8650	598.6	127910	598.6	14920	598.6	211.5	0	0	649.3	860	0	0
524.4	8580	598.8	118530	598.8	13770	598.8	208.3	0	0	649.4	1030	0	0
524.5	8670	599	112570	599	12230	599	205	0	0	649.5	1550	0	0
524.6	8290	599.2	105630	599.2	11960	599.2	201.6	0	0	649.6	2050	0	0
524.7	8900	599.4	95880	599.4	11930	599.4	197.8	0	0	649.7	2730	0	0
524.8	8700	599.6	91130	599.6	10210	599.6	193.8	0	0	649.8	4040	0	0
524.9	8540	599.8	84290	599.8	9960	599.8	190.1	0	0	649.9	6130	0	0
525	8070	600	79800	600	9050	600	186	0	0	650	8840	0	0
525.1	8650	600.2	75880	600.2	8420	600.2	181.4	0	0	650.1	11250	0	0
525.2	8760	600.4	72880	600.4	7770	600.4	177	0	0	650.2	10660	0	0
525.3	8710	600.6	66650	600.6	7530	600.6	172.9	0	0	650.3	9270	0	0
525.4	7930	600.8	63110	600.8	7160	600.8	168.4	0	0	650.4	7690	0	0
525.5	8910	601	58290	601	6840	601	163.3	0	0	650.5	4320	0	0
525.6	8950	601.2	55450	601.2	6530	601.2	158.1	0	0	650.6	2880	0	0
525.7	8660	601.4	52000	601.4	6630	601.4	153.3	0	0	650.7	2230	0	0
525.8	8750	601.6	49410	601.6	5800	601.6	148.1	0	0	650.8	1170	0	0
525.9	8700	601.8	49350	601.8	5710	601.8	143.7	0	0	650.9	780	0	0
526	8500	602	51240	602	6160	602	139.1	0	0	651	680	0	0
526.1	9000	602.2	53330	602.2	6460	602.2	134.7	0	0	651.1	620	0	0
526.2	8570	602.4	55690	602.4	5930	602.4	130.2	0	0	651.2	720	0	0
526.3	8230	602.6	60370	602.6	6580	602.6	125.5	0	0	651.3	830	0	0
526.4	8990	602.8	65050	602.8	7270	602.8	121.3	0	0	651.4	620	0	0
526.5	8490	603	69400	603	7580	603	117.5	0	0	651.5	960	0	0
526.6	9300	603.2	73450	603.2	7840	603.2	114.3	0	0	651.6	1450	0	0
526.7	8670	603.4	74560	603.4	7990	603.4	110.8	0	0	651.7	1480	0	0
526.8	8840	603.6	76740	603.6	7810	603.6	107.8	0	0	651.8	1850	0	0
526.9	9110	603.8	75210	603.8	7990	603.8	105.3	0	0	651.9	2210	0	0
527	8940	604	74050	604	8030	604	103.4	0	0	652	2660	0	0
527.1	8830	604.2	70950	604.2	7760	604.2	102.1	0	0	652.1	2620	0	0
527.2	9290	604.4	67760	604.4	8180	604.4	101.1	0	0	652.2	2680	0	0
527.3	9260	604.6	63990	604.6	7830	604.6	100.3	0	0	652.3	2940	0	0
527.4	8970	604.8	59170	604.8	6900	604.8	100.1	0	0	652.4	2200	0	0
527.5	9460	605	57000	605	6850	605	100.7	0	0	652.5	2020	0	0
527.6	8780	605.2	52670	605.2	6380	605.2	101.6	0	0	652.6	2210	0	0
527.7	9250	605.4	50920	605.4	6480	605.4	103.4	0	0	652.7	2060	0	0
527.8	8740	605.6	50740	605.6	6520	605.6	105.9	0	0	652.8	2310	0	0
527.9	8420	605.8	51380	605.8	6770	605.8	109.1	0	0	652.9	2440	0	0
528	8710	606	55990	606	6580	606	113.4	0	0	653	2130	0	0
528.1	8350	606.2	61010	606.2	7450	606.2	117.9	0	0	653.1	2390	0	0
528.2	8200	606.4	65430	606.4	8340	606.4	123.8	0	0	653.2	2110	0	0
528.3	8710	606.6	71570	606.6	9650	606.6	130.4	0	0	653.3	2780	0	0
528.4	8390	606.8	76200	606.8	9850	606.8	137.5	0	0	653.4	2530	0	0
528.5	8480	607	82110	607	11510	607	146.3	0	0	653.5	2470	0	0
528.6	8240	607.2	89720	607.2	11750	607.2	156.3	0	0	653.6	2300	0	0
528.7	9130	607.4	95870	607.4	13440	607.4	167.7	0	0	653.7	2230	0	0
528.8	8380	607.6	99470	607.6	13870	607.6	181	0	0	653.8	1780	0	0
528.9	8220	607.8	101820	607.8	15520	607.8	195.5	0	0	653.9	1690	0	0
529	8490	608	98650	608	16050	608	210.4	0	0	654	2010	0	0
529.1	8520	608.2	95230	608.2	17360	608.2	227	0	0	654.1	1700	0	0
529.2	8610	608.4	92480	608.4	18920	608.4	243.9	0	0	654.2	1810	0	0
529.3	8400	608.6	87370	608.6	19350	608.6	262.7	0	0	654.3	1370	0	0
529.4	8740	608.8	81950	608.8	20920	608.8	284.4	0	0	654.4	1640	0	0
529.5	8210	609	80880	609	23140	609	306.6	0	0	654.5	1480	0	0
529.6	8370	609.2	79990	609.2	24510	609.2	331.4	0	0	654.6	1540	0	0
529.7	8770	609.4	78970	609.4	25580	609.4	356.4	0	0	654.7	1400	0	0
529.8	8220	609.6	81800	609.6	28730	609.6	382.9	0	0	654.8	1270	0	0
529.9	8490	609.8	83220	609.8	28510	609.8	410	0	0	654.9	1310	0	0
530	8700	610	84030	610	30810	610	437.7	0	0	655	1120	0	0
530.1	8680	610.2	87510	610.2	32610	610.2	465.5	0	0	655.1	1500	0	0
530.2	8700	610.4	92140	610.4	33810	610.4	495.9	0	0	655.2	1710	0	0
530.3	8540	610.6	95960	610.6	34260	610.6	524.9	0	0	655.3	1900	0	0
530.4	8340	610.8	101330	610.8	34300	610.8	558.3	0	0	655.4	2320	0	0
530.5	8530	611	104590	611	36070	611	588.7	0	0	655.5	3150	0	0
530.6	8540	611.2	110430	611.2	37060	611.2	621.2	0	0	655.6	2880	0	0
530.7	8470	611.4	118030	611.4	38170	611.4	652	0	0	655.7	2740	0	0
530.8	8560	611.6	128760	611.6	39210	611.6	681.1	0	0	655.8	2170	0	0
530.9	8840	611.8	147080	611.8	41980	611.8	711	0	0	655.9	1660	0	0
531	8210	612	181450	612	45430	612	741.8	0	0	656	1550	0	0
531.1	8340	612.2	257230	612.2	51940	612.2	771.2	0	0	656.1	1210	0	0
531.2	8350	612.4	385930	612.4	60600	612.4	800.7	0	0	656.2	950	0	0
531.3	8170	612.6	550650	612.6	70970	612.6	827.9	0	0	656.3	780	0	0
531.4	8120	612.8	694390	612.8	82330	612.8	854.1	0	0	656.4	730	0	0
531.5	9050	613	793100	613	90740	613	876.9	0	0	656.5	760	0	0
531.6	8900	613.2	820940	613.2	93500	613.2	899.3	0	0	656.6	610	0	0
531.7	8960	613.4	767430	613.4	89990	613.4	919.9	0	0	656.7	680	0	0
531.8	8650	613.6	639280	613.6	81800	613.6	938.6	0	0	656.8	610	0	0
531.9	8730	613.8	497170	613.8	69590	613.8	955.3	0	0	656.9	800	0	0
532	8940	614	374210	614	59400	614	971.8	0	0	657	620	0	0
532.1	8840	614.2	279950	614.2	47090	614.2	982.8	0	0	657.1	510	0	0
532.2	8720	614.4	216530	614.4	40800	614.4	993.5	0	0	657.2	640	0	0
532.3	8810	614.6	185440	614.6	36800	614.6	1003	0	0	657.3	680	0	0
532.4	9080	614.8	171370	614.8	34290	614.8	1010	0	0	657.4	640	0	0
532.5	8860	615	172430	615	33110	615	1015	0	0	657.5	570	0	0
532.6	8940	615.2	191860	615.2	36270	615.2	1020	0	0	657.6	900	0	0
532.7	8340	615.4	228130	615.4	38030	615.4	1022	0	0	657.7	580	0	0
532.8	8430	615.6	274000	615.6	41400	615.6	1023	0	0	657.8	770	0	0
532.9	8860	615.8	335060	615.8	46820	615.8	1021	0	0	657.9	620	0	0
533	8780	616	402930	616	52350	616	1021	0	0	658	670	0	0
533.1	8400	616.2	451780	616.2	56560	616.2	1019	0	0	658.1	710	0	0
533.2	7980	616.4	480540	616.4	59210	616.4	1016	0	0	658.2	740	0	0
533.3	8970	616.6	491560	616.6	60650	616.6	1012	0	0	658.3	640	0	0
533.4	7960	616.8	489710	616.8	60230	616.8	1008	0	0	658.4	780	0	0
533.5	8110	617	473260	617	60180	617	1001	0	0	658.5	690	0	0
533.6	8360	617.2	460510	617.2	59890	617.2	996.3	0	0	658.6	810	0	0
533.7	8220	617.4	454170	617.4	62010	617.4	990.5	0	0	658.7	730	0	0
533.8	7560	617.6	464060	617.6	65450	617.6	982.5	0	0	658.8	880	0	0
533.9	9080	617.8	513120	617.8	75710	617.8	974.3	0	0	658.9	890	0	0
534	8640	618	630550	618	88670	618	966.1	0	0	659	950	0	0
534.1	8920	618.2	907670	618.2	114680	618.2	958.6	0	0	659.1	910	0	0
534.2	8740	618.4	1298960	618.4	145430	618.4	949.5	0	0	659.2	960	0	0
534.3	8270	618.6	1796590	618.6	186300	618.6	940.3	0	0	659.3	1070	0	0
534.4	8440	618.8	2216220	618.8	220190	618.8	930.2	0	0	659.4	1000	0	0
534.5	8330	619	2584710	619	250990	619	920.3	0	0	659.5	1120	0	0
534.6	8640	619.2	2725770	619.2	269250	619.2	909.9	0	0	659.6	1300	0	0
534.7	8740	619.4	2635100	619.4	263060	619.4	898.9	0	0	659.7	1330	0	0
534.8	8290	619.6	2298760	619.6	241060	619.6	889.8	0	0	659.8	1500	0	0
534.9	8340	619.8	1798150	619.8	201170	619.8	878.6	0	0	659.9	1340	0	0
535	8450	620	1353980	620	157380	620	866.9	0	0	660	1530	0	0
535.1	8330	620.2	937520	620.2	115550	620.2	856	0	0	660.1	1640	0	0
535.2	8220	620.4	637170	620.4	81490	620.4	844.7	0	0	660.2	1710	0	0
535.3	8570	620.6	423980	620.6	56600	620.6	833	0	0	660.3	1770	0	0
535.4	8540	620.8	304970	620.8	42100	620.8	820.6	0	0	660.4	1880	0	0
535.5	8370	621	226900	621	32970	621	807.1	0	0	660.5	2230	0	0
535.6	8220	621.2	187440	621.2	27860	621.2	793.5	0	0	660.6	1920	0	0
535.7	8860	621.4	159770	621.4	24210	621.4	780.3	0	0	660.7	2030	0	0
535.8	8610	621.6	145350	621.6	22780	621.6	766.9	0	0	660.8	2230	0	0
535.9	9360	621.8	135080	621.8	20610	621.8	754.1	0	0	660.9	1990	0	0
536	9530	622	122010	622	20270	622	739.2	0	0	661	2110	0	0
536.1	9040	622.2	118710	622.2	19300	622.2	725.7	0	0	661.1	2240	0	0
536.2	9860	622.4	113070	622.4	18810	622.4	711.1	0	0	661.2	2120	0	0
536.3	9590	622.6	109990	622.6	18460	622.6	695.9	0	0	661.3	1920	0	0
536.4	9550	622.8	109100	622.8	17250	622.8	681.3	0	0	661.4	2010	0	0
536.5	9860	623	105270	623	16670	623	667.3	0	0	661.5	1730	0	0
536.6	9730	623.2	103260	623.2	16390	623.2	653.1	0	0	661.6	1890	0	0
536.7	9350	623.4	103890	623.4	15670	623.4	637.9	0	0	661.7	1980	0	0
536.8	9810	623.6	104330	623.6	16140	623.6	622.3	0	0	661.8	1670	0	0
536.9	9870	623.8	107940	623.8	17040	623.8	608	0	0	661.9	1640	0	0
537	9520	624	114470	624	15780	624	594.1	0	0	662	1560	0	0
537.1	9910	624.2	119980	624.2	17520	624.2	579.4	0	0	662.1	1760	0	0
537.2	9590	624.4	128380	624.4	16770	624.4	565.8	0	0	662.2	1380	0	0
537.3	9710	624.6	136250	624.6	18120	624.6	552.5	0	0	662.3	1430	0	0
537.4	8840	624.8	144440	624.8	18670	624.8	539	0	0	662.4	1370	0	0
537.5	8350	625	146190	625	17250	625	525.2	0	0	662.5	1210	0	0
537.6	8440	625.2	146640	625.2	17420	625.2	512.8	0	0	662.6	1440	0	0
537.7	8490	625.4	146490	625.4	17350	625.4	499.7	0	0	662.7	1360	0	0
537.8	9020	625.6	146590	625.6	17090	625.6	486.8	0	0	662.8	1260	0	0
537.9	8280	625.8	143120	625.8	16420	625.8	474.9	0	0	662.9	1180	0	0
538	8800	626	136220	626	15630	626	462.4	0	0	663	970	0	0
538.1	8500	626.2	129540	626.2	16110	626.2	449.7	0	0	663.1	1030	0	0
538.2	8530	626.4	124020	626.4	14470	626.4	436.9	0	0	663.2	940	0	0
538.3	8320	626.6	118250	626.6	13370	626.6	424.8	0	0	663.3	980	0	0
538.4	8490	626.8	110790	626.8	13720	626.8	412	0	0	663.4	790	0	0
538.5	8720	627	106690	627	12370	627	400.2	0	0	663.5	760	0	0
538.6	8550	627.2	102910	627.2	11910	627.2	387.1	0	0	663.6	750	0	0
538.7	9020	627.4	96480	627.4	11280	627.4	375.1	0	0	663.7	840	0	0
538.8	8420	627.6	93640	627.6	10810	627.6	363.2	0	0	663.8	580	0	0
538.9	8690	627.8	86770	627.8	10050	627.8	352.4	0	0	663.9	580	0	0
539	8910	628	83890	628	8890	628	340.6	0	0	664	640	0	0
539.1	9200	628.2	78770	628.2	8970	628.2	329.1	0	0	664.1	730	0	0
539.2	8740	628.4	72220	628.4	8240	628.4	317.5	0	0	664.2	730	0	0
539.3	9300	628.6	69180	628.6	7580	628.6	305.8	0	0	664.3	540	0	0
539.4	9560	628.8	63020	628.8	7750	628.8	294.2	0	0	664.4	640	0	0
539.5	9750	629	58670	629	6710	629	282.8	0	0	664.5	580	0	0
539.6	9990	629.2	57010	629.2	6510	629.2	271.9	0	0	664.6	700	0	0
539.7	9970	629.4	52250	629.4	6260	629.4	260.5	0	0	664.7	670	0	0
539.8	10810	629.6	51060	629.6	5970	629.6	249.1	0	0	664.8	590	0	0
539.9	9840	629.8	51080	629.8	5940	629.8	238.2	0	0	664.9	620	0	0
540	9580	630	54440	630	6450	630	227.3	0	0	665	480	0	0
540.1	9290	630.2	59590	630.2	6570	630.2	217	0	0	665.1	650	0	0
540.2	9060	630.4	64580	630.4	7010	630.4	206.6	0	0	665.2	660	0	0
540.3	9200	630.6	72640	630.6	7940	630.6	197	0	0	665.3	720	0	0
540.4	9190	630.8	80000	630.8	7960	630.8	187.7	0	0	665.4	630	0	0
540.5	8790	631	86150	631	8700	631	178.2	0	0	665.5	760	0	0
540.6	8510	631.2	92010	631.2	9160	631.2	169.3	0	0	665.6	640	0	0
540.7	8460	631.4	96730	631.4	9230	631.4	161.1	0	0	665.7	650	0	0
540.8	8640	631.6	96720	631.6	9550	631.6	152.6	0	0	665.8	550	0	0
540.9	9030	631.8	96900	631.8	9770	631.8	144.7	0	0	665.9	600	0	0
541	8740	632	93430	632	9380	632	137.4	0	0	666	500	0	0
541.1	8780	632.2	91160	632.2	9250	632.2	130.6	0	0	666.1	540	0	0
541.2	8590	632.4	84720	632.4	8590	632.4	124.1	0	0	666.2	540	0	0
541.3	7930	632.6	75960	632.6	7550	632.6	118.1	0	0	666.3	660	0	0
541.4	8670	632.8	70070	632.8	7360	632.8	112.2	0	0	666.4	500	0	0
541.5	8460	633	63150	633	6800	633	106.6	0	0	666.5	450	0	0
541.6	8740	633.2	57800	633.2	6010	633.2	101	0	0	666.6	500	0	0
541.7	8880	633.4	52080	633.4	5510	633.4	96.29	0	0	666.7	400	0	0
541.8	8570	633.6	46100	633.6	5350	633.6	91.83	0	0	666.8	430	0	0
541.9	8490	633.8	42850	633.8	4470	633.8	87.48	0	0	666.9	340	0	0
542	8180	634	37800	634	4360	634	83.73	0	0	667	420	0	0
542.1	8380	634.2	36350	634.2	4120	634.2	79.62	0	0	667.1	410	0	0
542.2	8750	634.4	33690	634.4	3150	634.4	76.29	0	0	667.2	400	0	0
542.3	8580	634.6	31630	634.6	3290	634.6	72.79	0	0	667.3	330	0	0
542.4	8920	634.8	29630	634.8	3290	634.8	69.71	0	0	667.4	510	0	0
542.5	8490	635	29010	635	3100	635	66.56	0	0	667.5	300	0	0
542.6	8400	635.2	28100	635.2	2990	635.2	63.57	0	0	667.6	370	0	0
542.7	8030	635.4	26160	635.4	2720	635.4	61.08	0	0	667.7	340	0	0
